,,5152,5899,8835,8880,55024,57826,81875,6193,23119,6386,10778,6595,285527,23028,55506,9330,2673,5970,51027,79683,8086,26056,4761,29988,64745,51631,51569,1184,10979,7138,10458,55070,7264,10130,6934,838,1399,5297,7694,1629,11135,80174,1690,7419,6856,5468,56965,26047,5890,9641,3612,4047,57037,79003,10094,23305,2272,51382,64750,57496,712,6809,11080,5747,10418,79738,80772,3373,56255,54810,83941,5827,26043,4792,6835,55666,2707,2566,80319,9158,5602,51780,56910,5308,22888,57092,6558,7001,6709,64771,26229,1026,6614,6769,8553,713,80034,7343,400451,3071
,,55689,2054,2746,80344,51020,2941,6507,686,55335,80206,9452,51035,23523,80781,9453,79156,7124,9473,79955,6016,55187,6793,55911,2272,10215,54413,23291,81030,55320,9938,51334,10598,10657,7389,22806,8554,10038,2218,8886,93129,6714,728661,63899,54785,8669,9022,23428,55096,10808,5236,51710,1676,3107,51116,51171,6932,8514,8574,51763,3306,942,9569,7701,27094,1027,2521,51177,27173,4485,2617,54496,6518,29121,516,1719,138151,2788,7058,51053,7023,10046,4883,5864,2983,79594,10014,64428,55784,55127,80267,23421,23116,64782,727,51621,7157,192286,9344,23037,9415
,,53,2852,55255,79774,51512,64581,23324,10951,3212,55125,79667,30000,9867,6897,8914,64210,6929,27173,22820,64080,10400,7812,55592,10231,6432,3212,2877,1540,55614,85452,1062,9112,8496,9070,11141,25977,54538,63928,29915,1949,1608,4671,83448,10170,10874,79594,637,11282,3854,55165,51236,79140,23708,5883,124222,23322,6210,4311,6723,1806,23085,8204,53340,2896,8930,55695,5730,3036,55102,23633,837,6386,1153,5775,7376,10048,6653,54915,51526,100507424,8841,9322,1130,10592,2166,23015,5928,80036,9886,26504,25998,11193,6001,7318,5073,51291,57602,3490,11238,11152
,,9810,9463,10565,90957,51663,10272,9145,5268,3782,2870,5332,22895,54942,9776,56996,23224,10979,55112,1311,8731,79893,3699,4669,3837,4629,2,163,3092,8697,23324,79370,7551,11009,80344,56257,9317,1973,79758,3128,8971,4321,157567,3280,9368,10045,5613,9202,51142,5074,7082,79147,55226,6450,5360,23417,10184,10954,3433,3354,80306,9535,10699,5454,6182,22894,10256,2006,3081,1506,84851,192670,54885,27303,54875,383,64097,79753,5605,10564,210,9119,155400,10069,887,8607,5705,90806,9609,9706,55255,6489,79970,5321,5422,10554,11187,90233,55731,79414,7159
,,3627,9429,5139,60488,7402,1737,57502,5163,10289,26993,55893,9404,11234,29915,7189,3995,9314,9648,25828,79703,79714,2528,9138,65258,10550,2591,79042,9556,154881,8493,22955,51733,677,10491,4839,4139,11234,6050,221443,1306,9467,1263,3181,4000,4752,3931,7584,2617,5806,29116,3695,3344,5526,55720,3305,9922,1536,476,8086,25827,23251,29774,10370,9315,26130,80775,57476,6899,115353,11243,164,4145,22985,8218,11127,1277,1871,81614,55238,11022,51157,23291,79635,285672,11211,10780,23074,23231,51642,3005,80763,64425,5977,84288,9073,23211,57157,80177,9365,10019
,,90634,2896,4190,4085,80207,51547,64118,2621,57158,1847,6692,79174,7024,4869,27090,79940,5176,83638,29781,26002,1176,11006,2475,7089,933,10950,9510,8115,22993,11279,1776,10121,10955,55027,79064,2302,2890,3842,51192,916,8897,113,23090,552,8879,83744,6240,64121,57863,9950,93973,6801,9637,11329,7411,22999,55015,8900,29935,10211,7358,51285,4430,51025,2733,1312,58525,9936,8425,399665,79815,64078,8317,2823,54785,6309,11040,5158,590,10557,7267,5192,10160,10062,9685,773,55709,79152,29082,8859,79735,368,607,157922,1284,24141,57180,1043,1628,4071
,,4675,23657,3673,55544,9129,22853,54877,7043,6091,11135,9946,2947,55435,27240,65263,79918,50810,23054,5471,3170,100128640,57332,65010,642,7138,1196,55631,2645,162972,1861,56654,55180,23549,29883,4359,10825,8570,9351,3183,80152,5257,57124,5027,84705,8892,10742,995,221395,2566,79411,5428,57823,29948,5372,969,3671,56647,5069,26036,6873,4973,9879,55643,26993,55915,9919,4175,3914,146691,7018,1468,4741,594,9402,55853,80775,56924,51606,9854,1947,22924,79752,7769,5422,56892,6018,2135,1387,3958,11345,1717,138162,8800,23200,11033,9541,2643,51386,247,4059
,,5339,708,79841,4987,55970,29071,22981,8539,79139,518,3815,26130,23219,1007,10960,124801,7296,23521,563,3081,2975,689,80086,64084,10309,8801,55030,2773,6154,11056,64405,51082,79830,4493,22874,64848,10196,3694,51734,1191,1880,79684,368,6911,79778,79810,80304,1069,664,321,3937,2618,3702,1463,9482,4047,28958,4087,64374,25963,81617,6302,51293,55626,3761,22870,55323,3998,92170,3183,8431,81533,10725,54815,6618,2027,256227,51232,23231,23085,114884,9814,81545,5122,3945,6492,1810,29103,400,1490,24140,185,79058,24137,10077,51092,467,9556,1606,25906
,,23160,1282,5724,58509,4832,2539,11237,63901,55033,27289,2100,1130,55245,2886,9252,9364,1846,55604,91300,27347,51693,51102,79946,5534,64506,1489,5257,4204,3684,1069,10491,9500,3187,55435,5245,109,124222,9662,6926,116496,2059,23001,55505,65999,126393,4293,9443,10113,7504,757,64393,2098,54542,79635,6722,140609,9141,7153,8829,23078,51495,176,10667,6586,6508,920,7572,79677,7936,79612,23053,2560,387,7328,2584,29916,11070,1266,406,1657,219654,5982,27334,6416,79074,28968,11320,4690,2560,26984,51764,23598,4661,9139,23676,4534,7286,2146,156,80823
,,10093,64960,387751,993,3736,57794,27123,80007,10308,63943,25820,2304,57147,55088,2173,7095,8175,25897,9221,10036,5496,4904,57333,2533,26039,829,6094,28985,10956,11082,5079,51182,7694,79953,3625,4952,7078,10589,5521,746,3486,79646,25820,9576,25865,4601,5289,41,8574,23514,7857,8507,6171,29058,10369,23314,51226,64175,8941,89781,10633,25975,2643,79971,3763,11073,55191,4311,9585,10125,11198,199731,1288,6608,4147,7041,4703,64081,10575,3912,8934,80020,55183,833,4815,9667,57215,22874,9324,8650,79850,9940,4987,26191,10066,79738,55705,55255,1515,79974
,,9532,5586,9843,51070,56124,27018,6504,23271,25854,10512,64417,10974,203,1909,91775,9754,10193,23116,10777,9528,960,10683,1665,79800,65009,1785,9043,22997,64771,3014,26054,5523,90865,22978,8857,4682,8174,8777,6783,10120,23503,29948,51241,3931,51409,27324,5915,8448,84804,64798,10248,203069,10533,20,9767,10461,27304,79101,56925,26959,10347,54821,154796,23637,10016,10131,9221,81890,1503,23039,2018,3344,27241,57124,10282,7332,23150,6238,91300,9124,26233,9377,1729,64714,3958,10159,6787,63926,116138,2494,25771,54039,10825,3766,10424,5082,64430,3642,23203,7978
,,29988,3608,10992,57127,26115,51478,6279,51313,10600,8531,50863,64840,6750,9719,2820,10220,9877,29761,23014,3688,9445,23583,2123,958,6009,23078,3475,9764,55243,9403,64400,2262,55966,1063,11177,8317,54737,7112,57110,9521,9073,3400,55254,5518,23452,826,9529,5252,51339,23513,8317,2976,8089,949,57082,7003,54014,25960,10644,3429,1314,5611,54832,8204,2222,56910,1798,80380,5918,7273,64779,51332,10157,2091,28956,23676,28962,55180,10267,7673,7710,85352,100126791,90204,119,3383,93973,5686,2137,81563,9589,60509,339229,7556,5932,6299,6311,11123,4594,56848
,,1506,10229,3631,171017,55320,3508,7280,8449,5434,7703,9325,55705,9466,9337,4121,9961,166647,2547,93643,2747,6793,114884,9518,6884,2033,8625,28964,80007,9668,10160,6653,8204,4607,4482,5436,9861,5836,55251,10605,80755,57473,9910,29957,51561,145389,6668,79794,2584,25940,644,55152,259230,4801,79068,5898,55788,9726,5585,6490,80230,56649,301,1436,1017,2921,23161,23051,5976,51477,23761,4099,4012,1573,6654,2039,2543,6878,26027,8534,5054,23287,6629,54989,5876,4542,79837,1632,27147,2902,8019,4493,23190,51098,9034,54434,746,80149,64981,2990,5608
